Subject,Course Number,Course Title,Requirement
HISTORY,124B,The Recent United States: The United States fromWorld War II to the Vietnam Era,Historical Studies
HISTORY,N124B,The United States fromWorld War II to the Vietnam Era,Historical Studies
HISTORY,125B,Hist of African-Americans & Race Relations in the U.S.: Soul Power: African American Hist 1861-1980,Historical Studies
HISTORY,N125B,Soul Power: African American History 1861-2008,Historical Studies
HISTORY,126A,The American West since 1850,Historical Studies
HISTORY,126B,The American West since 1850,Historical Studies
HISTORY,127AC,California,Historical Studies
HISTORY,130,American Foreign Policy,Historical Studies
HISTORY,131B,Social History of the US:Creating Modern American Society The End of the Civil War to the Global Age,Historical Studies
HISTORY,N131B,Social History of the United States: 1914-Present,Historical Studies
HISTORY,C132B,Intellectual History of the United States since 1865,Historical Studies
HISTORY,134A,"The Age of the City: The Age of the City, 1825-1933",Historical Studies
HISTORY,135,American Indian History: Precontact to the Present,Historical Studies
HISTORY,136,Gender Matters in 20th Century America,Historical Studies
HISTORY,136A,The History of Women in the United States before 1900,Historical Studies
HISTORY,136AC,Gender Matters in 20th Century America,Historical Studies
HISTORY,136C,"Defiant Women: Gender, Power and Violence in American History",Historical Studies
HISTORY,137AC,The Repeopling of America,Historical Studies
HISTORY,138,History of Science in the U.S,Historical Studies
HISTORY,138T,History of Science in the US CalTeach,Historical Studies
HISTORY,C139B,The American Immigrant Experience,Historical Studies
HISTORY,C139C,Civil Rights and Social Movements in U.S. History,Historical Studies
HISTORY,140B,Mexico: Modern Mexico,Historical Studies
HISTORY,141B,Social History of Latin America: Social History of Modern Latin America,Historical Studies
HISTORY,143,Brazil,Historical Studies
HISTORY,N143,Brazil,Historical Studies
HISTORY,146,Latin American Women,Historical Studies
HISTORY,149B,Medieval Italy: Italy in the Age of Dante (1000-1350),Historical Studies
HISTORY,150B,Medieval England: From the Conquest to 1290,Historical Studies
HISTORY,151A,"Britain 1485-Present: Tudor Stuart Britain, 1485-1660",Historical Studies
HISTORY,151B,"Britain 1485-Present: Britain, 1660-1851",Historical Studies
HISTORY,151C,"Britain 1485-Present: The Peculiar Modernity of Britain, 1848-2000",Historical Studies
HISTORY,N151C,"The Peculiar Modernity of Britain, 1848-2000",Historical Studies
HISTORY,152A,Topics in the History of the British Isles: Ireland Since the Union,Historical Studies
HISTORY,154,Canada,Historical Studies
HISTORY,155A,Medieval Europe: From the Late Empire to the Investiture Conflict,Historical Studies
HISTORY,155B,Medieval Europe: From the Investiture Conflict to the Fifteenth Century,Historical Studies
HISTORY,158A,"Modern Europe: Old Regime and Revolutionary Europe, 1715-1815",Historical Studies
HISTORY,158B,Modern Europe: Europe in the 19th Century,Historical Studies
HISTORY,158C,"Modern Europe: Old and New Europe, 1914-Present",Historical Studies
HISTORY,N158C,"Old and New Europe, 1914-Present",Historical Studies
HISTORY,159A,European Economic History,Historical Studies
HISTORY,159B,European Economic History,Historical Studies
HISTORY,160,The International Economy of the 20th Century,Historical Studies
HISTORY,N160,The International Economy of the 20th Century,Historical Studies
HISTORY,162A,"Europe and the World: Wars, Empires, Nations 1648-1914",Historical Studies
HISTORY,N162A,"Europe and the World: Wars, Empires, Nations 1648-1914",Historical Studies
HISTORY,162B,War and Peace: International Relations since 1914,Historical Studies
HISTORY,163A,Modern European Intellectual History: European Intellectual History from the Enlightenment to 1870,Historical Studies
HISTORY,163B,"Modern European Intellectual History: European Intellectual History, 1870 to the Present",Historical Studies
HISTORY,164A,European Intellectual History from Renaissance to Enlightenment,Historical Studies
HISTORY,164B,Modern European Intellectual History: European Intellectual History from Enlightenment to 1870,Historical Studies
HISTORY,S164B,Social History of Western Europe,Historical Studies
HISTORY,164C,Modern European Intellectual History: European Intellectual History 1870 to the Present,Historical Studies
HISTORY,165A,Topics in Modern European History: The Reformations of Christendom,Historical Studies
HISTORY,165B,"The World, the Picture, and the Page: The Revolution in European Culture since the late 18th Century",Historical Studies
HISTORY,165D,The Social and Cultural History of Early Modern Europe,Historical Studies
HISTORY,166A,Modern France: Early Modern France to 1715,Historical Studies
HISTORY,166B,Modern France: Old Regime and Revolutionary France,Historical Studies
HISTORY,166C,Modern France,Historical Studies
HISTORY,167A,Modern Germany: Early Modern Germany,Historical Studies
HISTORY,167B,Modern Germany: The Rise and Fall of the Second Reich: Germany 1770-1918,Historical Studies
HISTORY,167C,Modern Germany: Germany 1914 to the Present,Historical Studies
HISTORY,168A,Spain and Portugal: The Spanish and Portuguese Empires in the Golden Age: 1450-1700,Historical Studies
HISTORY,169A,Modern Italy: Renaissance and Baroque Italy 1350-1800,Historical Studies
HISTORY,170,The Netherlands,Historical Studies
HISTORY,171A,Russia: Russia to 1700,Historical Studies
HISTORY,171B,Russia: Imperial Russia: From Peter the Great to the Russian Revolution,Historical Studies
HISTORY,171C,"Russia: The Soviet Union, 1917 to the Present",Historical Studies
HISTORY,172,Russian Intellectual History,Historical Studies
HISTORY,173B,"History of Eastern Europe: The Habsburg Empire, 1740-1918",Historical Studies
HISTORY,173C,History of Eastern Europe: History of Eastern Europe: From 1900 to the Present,Historical Studies
HISTORY,174A,Topics in the History of Eastern Europe: A History of Poland-Lithuania,Historical Studies
HISTORY,174B,Topics in the History of Eastern Europe: Poles and Others: the Making of Modern Poland,Historical Studies
HISTORY,C175B,Jewish Civilization: Modern Period,Historical Studies
HISTORY,C176,Multicultural Europe,Historical Studies
HISTORY,177A,Armenia: Armenia from Ethnogenesis to the Dark Ages,Historical Studies
HISTORY,177B,Armenia: From Pre-modern Empires to the Present,Historical Studies
HISTORY,178,History of the Holocaust,Historical Studies
HISTORY,180,The Life Sciences since 1750,Historical Studies
HISTORY,180T,History of the Life Sciences Since 1750 (Cal Teach),Historical Studies
HISTORY,181B,Topics in the History of the Physical Sciences: Modern Physics: From the Atom to Big Science,Historical Studies
HISTORY,182A,Topics in the History of Technology: Technology and Society,Historical Studies
HISTORY,182AT,Topics in the History of Technology: Technology and Society (Cal Teach),Historical Studies
HISTORY,C182C,"Introduction to Science, Technology, and Society",Historical Studies
HISTORY,183,Topics in the History of Medicine,Historical Studies
HISTORY,183A,Health and Disease,Historical Studies
HISTORY,185A,History of Christianity: History of Christianity to 1250,Historical Studies
HISTORY,185B,History of Christianity: History of Christianity from 1250,Historical Studies
HISTORY,186,International and Global History since 1945,Historical Studies
HISTORY,C187,The History and Practice of Human Rights,Historical Studies
HISTORY,C188A,Art and Science,Historical Studies
HISTORY,C188B,Art and Science,Historical Studies
HISTORY,C188C,"Magic, Religion, and Science: The Ancient and Medieval Worlds",Historical Studies
HISTORY,C191,"Death, Dying, and Modern Medicine: Historical and Contemporary Perspectives",Historical Studies
HISTORY,C192,History of Information,Historical Studies
HMEDSCI,C133,"Death, Dying, and Modern Medicine: Historical and Contemporary Perspectives",Historical Studies
IAS,45,Survey of World History,Historical Studies
IAS,C145,Multicultural Europe,Historical Studies
IAS,158AC,"Social Movements, Urban Histories, and the Politics of Memory",Historical Studies
INFO,C103,History of Information,Historical Studies
ISF,C100G,"Introduction to Science, Technology, and Society",Historical Studies
ISF,C145,Multicultural Europe,Historical Studies
ITALIAN,40,Italian Culture (in English),Historical Studies
ITALIAN,C62,Introduction to Italian Renaissance Art,Historical Studies
ITALIAN,70,"Italian Cinema: History, Directors, Genres, Introduction to Italian Cinema",Historical Studies
ITALIAN,103,History of Italian Culture,Historical Studies
ITALIAN,105,History of Italian Culture,Historical Studies
ITALIAN,160,"Studies in the History, Society, and Politics of the Italian Peninsula",Historical Studies
JAPAN,7A,Introduction to Premodern Japanese Literature and Culture,Historical Studies
JAPAN,102,Fourth-Year Readings: Japanese Culture,Historical Studies
JAPAN,104,Fourth-Year Readings: Japanese History,Historical Studies
JAPAN,C115,Japanese Buddhism,Historical Studies
JAPAN,116,Introduction to the Religions of Japan,Historical Studies
JAPAN,146,Japanese Historical Documents,Historical Studies
JAPAN,172,Tokyo: Biography of a City,Historical Studies
JEWISH,101,The Cultural Legacies of the Jews,Historical Studies
KOREAN,7A,Introduction to Premodern Korean Literature and Culture,Historical Studies
KOREAN,102,Fourth-Year Readings: Korean Social Sciences and History,Historical Studies
KOREAN,172,Gender and Korean Literature,Historical Studies
KOREAN,187,History and Memory in Korean Cinema,Historical Studies
LATIN,100,Republican Prose,Historical Studies
LATIN,120,Latin Prose to AD 14,Historical Studies
LATIN,121,Tacitus,Historical Studies
LDARCH,170,History and Literature of Landscape Architecture,Historical Studies
LDARCH,C171,The American Designed Landscape Since 1850,Historical Studies
LEGALST,103,Theories of Law and Society,Historical Studies
LEGALST,160,"Punishment, Culture, and Society",Historical Studies
LEGALST,161,Law in Chinese Society,Historical Studies
LEGALST,171,European Legal History,Historical Studies
LEGALST,177,Survey of American Legal and Constitutional History,Historical Studies
LEGALST,178,Seminar on American Legal and Constitutional History,Historical Studies
LEGALST,185AC,Prison,Historical Studies
LGBT,145,Interpreting the Queer Past: Methods and Problems in the History of Sexuality,Historical Studies
LINGUIS,22,Introduction to the History of the English Language,Historical Studies
LINGUIS,C139,Language Spread,Historical Studies
LINGUIS,155AC,Language in the United States: a Capsule History,Historical Studies
LS,23,The Humanities,Historical Studies
LS,40A,Historical Studies,Historical Studies
LS,40AC,Historical Studies: California and the World,Historical Studies
LS,40B,Historical Studies,Historical Studies
LS,40C,Historical Studies,Historical Studies
LS,40D,Historical Studies,Historical Studies
LS,C40T,"Introduction to American Studies: Hollywood: the Place, the Industry, the Fantasy",Historical Studies
LS,C60U,"Revolutionary Thinking: Marx, Nietzsche, Freud",Historical Studies
LS,140A,Historical Studies,Historical Studies
LS,140C,Historical Studies,Historical Studies
LS,140D,Historical Studies,Historical Studies
LS,C140T,"Marx, Nietzsche, Freud",Historical Studies
LS,C140U,The Archaeology of Health and Disease,Historical Studies
LS,C140V,The History and Practice of Human Rights,Historical Studies
MATH,160,History of Mathematics,Historical Studies
MEDIAST,104B,The History of Journalism,Historical Studies
MEDIAST,C104C,History of Information,Historical Studies
MILAFF,20,Evolution of Warfare,Historical Studies
MILAFF,154,The History of Littoral Warfare,Historical Studies
MONGOLN,C117,Mongolian Buddhism,Historical Studies
MUSIC,70,History of Music I,Historical Studies
MUSIC,75,History of Western Music: Music to 1700,Historical Studies
MUSIC,76,History of Western Music: The 18th and 19th Centuries,Historical Studies
MUSIC,77,History of Western Music: The 20th Century,Historical Studies
MUSIC,128,Topics in the History of European and American Music,Historical Studies
MUSIC,128A,Opera,Historical Studies
MUSIC,128D,J. S. Bach,Historical Studies
MUSIC,128P,Music and Meaning,Historical Studies
MUSIC,128T,The American Musical,Historical Studies
MUSIC,137AC,Music of the Civil Rights Era,Historical Studies
NATAMST,71,Native Americans in North America to 1900,Historical Studies
NATAMST,C73AC,Indigenous Peoples in Global Inequality,Historical Studies
NATAMST,90,"Freshman Seminar--Myth, Memory and History",Historical Studies
NATAMST,145,Images of Native Americans in American History,Historical Studies
NATAMST,175,History of Native Americans in California,Historical Studies
NATAMST,176,History of Native Americans in the Southwest,Historical Studies
NATAMST,178,Topics in Native American History,Historical Studies
NATAMST,173AC,Indigenous Peoples in Global Inequality,Historical Studies
NESTUD,10,Introduction to the Near East,Historical Studies
NESTUD,15,Introduction to Near Eastern Art and Archaeology,Historical Studies
NESTUD,18,Introduction to Ancient Egypt,Historical Studies
NESTUD,C26,Introduction to Central Asia,Historical Studies
NESTUD,101,Women and Gender in Ancient Egypt,Historical Studies
NESTUD,102A,Archaeology of Ancient Egypt,Historical Studies
NESTUD,102B,Archaeology of Ancient Egypt,Historical Studies
