depart	name	number	units
Public Health (PB HLTH)	Applied Sampling and Survey Design and Analysis	252A	3
Public Health (PB HLTH)	Modeling the Dynamics of Infectious Disease Processes	252B	2
Public Health (PB HLTH)	Intervention Trial Design	252C	3
Public Health (PB HLTH)	Introduction to Causal Inference	252D	4
Public Health (PB HLTH)	Advanced Topics in Causal Inference	252E	3
Public Health (PB HLTH)	Topics in Disease Surveillance	253A	2
Public Health (PB HLTH)	Epidemiology and Control of Infectious Diseases	253B	3
Public Health (PB HLTH)	Foundations of Public Health	C253	2
Public Health (PB HLTH)	Behavior and Policy Science in HIV Treatment and Prevention	253D	3
Public Health (PB HLTH)	Ethical Challenges in Public Health Interventions: Catastrophic and Routine	253E	2
Public Health (PB HLTH)	Foundations of Public Health	253F	2
Public Health (PB HLTH)	Sexual Health Promotion and Sexually Transmitted Disease Control	253G	2
Public Health (PB HLTH)	Occupational and Environmental Epidemiology	254	3
Public Health (PB HLTH)	Social Epidemiology	255A	3
Public Health (PB HLTH)	Mental Health and Psychopathology	255C	3
Public Health (PB HLTH)	Methods in Social Epidemiology	255D	2
Public Health (PB HLTH)	Structural Inequalities and Reproductive Health	255E	2
Public Health (PB HLTH)	Molecular and Genetic Epidemiology and Human Health in the 21st Century	256	4
Public Health (PB HLTH)	Human Genome, Environment and Human Health	C256A	3
Public Health (PB HLTH)	Genetic Analysis Method	C256B	3
Public Health (PB HLTH)	Outbreak Investigation	257	2
Public Health (PB HLTH)	Public Health Preparedness &amp; Emergency Response	257B	3
Public Health (PB HLTH)	Outbreak Investigations	N257	2
Public Health (PB HLTH)	Public Health Preparedness and Emergency Response	W257	3
Public Health (PB HLTH)	Cancer Epidemiology	258	3
Public Health (PB HLTH)	Ethical Issues in Epidemiology Research	258B	3
Public Health (PB HLTH)	Global Health Disaster Preparedness and Response	W258	3
Public Health (PB HLTH)	History of Epidemiology	259A	3
Public Health (PB HLTH)	Practical Applications of Epidemiologic Methods in Developing Countries	259B	3
Public Health (PB HLTH)	Principles of Infectious Diseases	260A	4
Public Health (PB HLTH)	Principles of Infectious Diseases	260B	4
Public Health (PB HLTH)	Infectious Disease Laboratory	260C	2
Public Health (PB HLTH)	Molecular Epidemiology of Infectious Diseases	260E	2
Public Health (PB HLTH)	Infectious Disease Research in Developing Countries	260F	2
Public Health (PB HLTH)	Advanced Medical Virology	261	3
Public Health (PB HLTH)	Molecular and Cellular Basis of Bacterial Pathogenesis	262	3
Public Health (PB HLTH)	Public Health Immunology	263	3
Public Health (PB HLTH)	Current Issues in Infectious Diseases	264	2
Public Health (PB HLTH)	Molecular Parasitology	265	3
Public Health (PB HLTH)	Viruses and Human Cancer	266	2
Public Health (PB HLTH)	Foodborne diseases	266A	2
Public Health (PB HLTH)	Zoonotic Diseases	266B	2
Public Health (PB HLTH)	Hospital Associated Infections	266C	2
Public Health (PB HLTH)	Characterization of Airborne Contaminants	267B	4
Public Health (PB HLTH)	Health Impact Assessment	267D	3
Public Health (PB HLTH)	Ergonomics Seminar	269D	2
Public Health (PB HLTH)	Current Topics in Environmental Medicine	269E	2
Public Health (PB HLTH)	Introduction to Environmental Health Sciences	270	3
Public Health (PB HLTH)	Exposure Assessment and Control	270A	3
Public Health (PB HLTH)	Toxicology I	270B	3
Public Health (PB HLTH)	Practical Toxicology	270C	2
Public Health (PB HLTH)	Advanced Toxicology	C270B	3
Public Health (PB HLTH)	Drinking Water and Health	271C	3
Public Health (PB HLTH)	Health Implications of Climate Change	C271G	3
Public Health (PB HLTH)	Global Burden of Disease and Comparative Risk Assessment	271D	3
Public Health (PB HLTH)	Science and Policy for Environment and Health	271E	3
Public Health (PB HLTH)	Global Environmental Change for Health Scientists	271G	1
Public Health (PB HLTH)	Geographic Information Science for Public and Environmental Health	272A	4
Public Health (PB HLTH)	Case Studies in Environmental and Occupational Epidemiology	272B	2
Public Health (PB HLTH)	Current Topics in Vaccinology	275	2
Public Health (PB HLTH)	Integrity in the Conduct of Research	276	2
Public Health (PB HLTH)	Public Health and Spirituality	281	2
Public Health (PB HLTH)	Topics in the History of Medicine and Public Health	282	2
Public Health (PB HLTH)	Public Health Injury Prevention and Control	285A	2
Public Health (PB HLTH)	Traffic Safety and Injury Control	C285	3
Public Health (PB HLTH)	Preventive Medicine Residency Seminar: Managed Care and Preventive Medicine	288C	1
Public Health (PB HLTH)	Preventive Medicine Residency Seminar: Public Administration	288D	1
Public Health (PB HLTH)	Interdisciplinary Health Seminar	W289	3
Public Health (PB HLTH)	Health Issues Seminars	290	1
Public Health (PB HLTH)	Preparation for Public Health Practice	291A	2
Public Health (PB HLTH)	Seminars for M.P.H. Students	292	1
Public Health (PB HLTH)	Doctoral Seminar	293	1
Public Health (PB HLTH)	Seminars	295	1
Public Health (PB HLTH)	Special Study	296	1
Public Health (PB HLTH)	Field Study in Public Health	297	1
Public Health (PB HLTH)	Field Study in Public Health	N297	0.0
Public Health (PB HLTH)	Field Study in Public Health	N297A	1
Public Health (PB HLTH)	Field Study in Public Health: Environmental Health Sciences	N297B	1
Public Health (PB HLTH)	Field Study in Public Health: Epidemiology/Biostatistics	N297C	1
Public Health (PB HLTH)	Field Study in Public Health: Health Policy and Management	N297D	1
Public Health (PB HLTH)	Field Study in Public Health: Maternal and Child Health	N297E	1
Public Health (PB HLTH)	Field Study in Public Health: Nutrition	N297F	1
Public Health (PB HLTH)	Field Study in Public Health: Health and Social Behavior	N297G	1
Public Health (PB HLTH)	Field Study in Public Health: Infectious Diseases	N297H	1
Public Health (PB HLTH)	Group Study	298	1
Public Health (PB HLTH)	Independent Research	299	1
Public Health (PB HLTH)	School of Public Health Schoolwide Pedagogy Course	375A	2
Public Health (PB HLTH)	Instructional Techniques in Biostatistics	375B	2
Latin American Studies (LATAMST)	Introduction to Latin American Studies	10	4
Latin American Studies (LATAMST)	Freshman Seminar	24	1
Latin American Studies (LATAMST)	Advanced Studies in Latin American Studies	150	4
Latin American Studies (LATAMST)	The Politics of Development in Chile	160	6
Latin American Studies (LATAMST)	Senior Thesis	192	3
Latin American Studies (LATAMST)	Senior Honors Thesis Seminar	H195	4
Latin American Studies (LATAMST)	Directed Group Study	198	1
Latin American Studies (LATAMST)	Latin American Studies Seminar	200	1
Latin American Studies (LATAMST)	Cross-Listed Topics	230	1
Latin American Studies (LATAMST)	Selected Topics in Latin American Studies	250	4
Latin American Studies (LATAMST)	Directed Study and Research	292	1
Latin American Studies (LATAMST)	Directed Graduate Group Study	298	1
Latin American Studies (LATAMST)	Individual Study	299	1
Art, History of (HISTART)	Reading and Writing about Visual Experience	R1B	4
Art, History of (HISTART)	Introduction to Western Art: Ancient to Medieval	10	4
Art, History of (HISTART)	History of Western Art: Renaissance to Modern	10B	3
Art, History of (HISTART)	Introduction to Western Art: Ancient to Medieval	N10	3
Art, History of (HISTART)	Introduction to Western Art: Renaissance to the Present	11	4
Art, History of (HISTART)	History of Western Art: Renaissance to Modern	12	3
Art, History of (HISTART)	London Museums	15A	4
Art, History of (HISTART)	Freshman Seminar	24	1
Art, History of (HISTART)	Visual Cultures of Africa	27	4
Art, History of (HISTART)	Art of India	30	4
Art, History of (HISTART)	Arts of East Asia	N31	3
Art, History of (HISTART)	The Arts of Korea	32	4
Art, History of (HISTART)	Buddhist Art of Asia	33	3
Art, History of (HISTART)	Arts of China	34	4
Art, History of (HISTART)	Art and Architecture in Japan	35	4
Art, History of (HISTART)	Freshman/Sophomore Seminar	39	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39A	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39B	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39C	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39D	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39E	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39F	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39G	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39H	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39I	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39J	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39K	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39L	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39M	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39N	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39O	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39P	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39Q	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39R	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39S	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39T	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39U	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39V	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39W	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39X	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39Y	1.5
Art, History of (HISTART)	Freshman/Sophomore Seminar	39Z	1.5
Art, History of (HISTART)	Introduction to Greek and Roman Art	41	4
Art, History of (HISTART)	Introduction to Medieval Art	51	4
Art, History of (HISTART)	Introduction to Italian Renaissance Art	62	4
Art, History of (HISTART)	Introduction to Italian Renaissance Art	C62	4
Art, History of (HISTART)	Arts of the Renaissance and Reformation	65	3
Art, History of (HISTART)	Introduction to Modern Art	80	4
Art, History of (HISTART)	Introduction to Modern Art	N80	3
Art, History of (HISTART)	Visual Cultures of California	87AC	4
Art, History of (HISTART)	Arts of Latin America	88	4
Art, History of (HISTART)	Directed Group Study for Freshmen and Sophomores	98	1
Art, History of (HISTART)	Theories and Methods of Art History	100	4
Art, History of (HISTART)	Theories and Methods of Art History	N100	4
Art, History of (HISTART)	Theories & Methods for a Global History of Art	101	4
Art, History of (HISTART)	Gender and Representation	N104	3
Art, History of (HISTART)	Images and the Law	107	4
Art, History of (HISTART)	Images and the Law	N107	3
Art, History of (HISTART)	Cities and the Arts	108	4
Art, History of (HISTART)	Digital Humanities, Visual Cultures	109	4
Art, History of (HISTART)	Digital Humanities, Visual Cultures	C109	4
Art, History of (HISTART)	"The ""Origins"" of Art"	120	3
Art, History of (HISTART)	The Art of Ancient Mesopotamia: 3500-1000 BCE	C120A	4
Art, History of (HISTART)	The Art of Ancient Mesopotamia: 1000-330 BCE	C120B	4
Art, History of (HISTART)	Topics in Islamic Art	C121A	4
Art, History of (HISTART)	Topics in Islamic Art	C121B	4
Art, History of (HISTART)	The Arts of Africa	127	3
Art, History of (HISTART)	Early Chinese Art, Part I	130A	4
Art, History of (HISTART)	Sacred Arts in China	131A	4
Art, History of (HISTART)	The Classical Painting Tradition in China	131B	4
Art, History of (HISTART)	Art and Propaganda in Modern China	131C	4
Art, History of (HISTART)	Topics in Buddhist Art and Architecture: Buddhist Temple Art &amp; Architecture in Japan	134A	4
Art, History of (HISTART)	Topics in Buddhist Art and Architecture: Buddhist Icons in Japan	134B	4
Art, History of (HISTART)	Topics in Buddhist Art and Architecture: Buddhist Art in the Modern/Contemporary World	134C	4
Art, History of (HISTART)	South Asian Art: Ancient	136A	4
Art, History of (HISTART)	South Asian Art: Early Modern	136B	4
Art, History of (HISTART)	The Art of India: 1350 A.D. to the Present	136C	4
Art, History of (HISTART)	The Art of Southeast Asia	137	4
Art, History of (HISTART)	Minoan and Mycenaean Art	C140	4
Art, History of (HISTART)	The Art of Ancient Greece: Archaic Greek Art and Architecture (750-480 B.C.)	141A	4
Art, History of (HISTART)	The Art of Ancient Greece: Classical Greek Art and Architecture (500-320 B.C.)	141B	4
Art, History of (HISTART)	The Art of Ancient Greece: Hellenistic Art and Architecture (330-30 B.C.)	141C	4
Art, History of (HISTART)	Introduction to Archaeology: The Tel Dor Excavation	N142	2
Art, History of (HISTART)	Roman Art	145	4
Art, History of (HISTART)	Roman Painting	145A	4
Art, History of (HISTART)	Ancient Portraiture and Biography	145B	4
Art, History of (HISTART)	Pictorial Representation in the Roman World	C145A	4
Art, History of (HISTART)	Art in Late Antiquity	151	4
Art, History of (HISTART)	Relics, Reliquaries and Cult Images	155A	4
Art, History of (HISTART)	Gothic Art in Northern Europe: 1150-1270	156A	4
Art, History of (HISTART)	Art and Science	C156B	4
Art, History of (HISTART)	Art and Science	C158	4
Art, History of (HISTART)	Renaissance Art in Florence 1400-1600	160	4
Art, History of (HISTART)	Renaissance Art in Rome 1400-1600	161	4
Art, History of (HISTART)	Renaissance Art in Venice 1400-1600	162	4
Art, History of (HISTART)	Van Eyck to Brueghel	166	4
Art, History of (HISTART)	Elizabethan Renaissance: Art, Culture, and Visuality	169A	4
Art, History of (HISTART)	Southern Baroque Art	170	4
Art, History of (HISTART)	Visual Culture in Early Modern Spain and Colonial Latin America	171	4
Art, History of (HISTART)	The Dutch Golden Age	172	4
Art, History of (HISTART)	The Age of Rubens	173	4
Art, History of (HISTART)	Types of Dutch and Flemish Painting in the 17th Century	174	4
Art, History of (HISTART)	Visual Culture in Early Modern France: Renaissance to Enlightenment	175	4
Art, History of (HISTART)	Eighteenth-Century British Art	179	3
Art, History of (HISTART)	Nineteenth-Century Europe: Age of Revolution	180A	4
Art, History of (HISTART)	Nineteenth-Century Europe: The Invention of Avant-Gardes	180C	4
Art, History of (HISTART)	19th-Century Europe: Age of Revolution	N180A	3
Art, History of (HISTART)	The Body in Avant-Garde French Art	N180B	3
Art, History of (HISTART)	Nineteenth-Century Europe: The Invention of Avant-Gardes	N180C	3
Art, History of (HISTART)	French Art of the 19th Century	N181	3
Art, History of (HISTART)	Histories of Photography	182	4
Art, History of (HISTART)	Histories of Photography	N182	3
Art, History of (HISTART)	Art and Colonialism	183	4
Art, History of (HISTART)	American Painting and Photography from the Civil War to WW II	183E	3
Art, History of (HISTART)	From Manet to Mondrian	185	3
Art, History of (HISTART)	American Art (1800-Present)	185A	4
Art, History of (HISTART)	American Architecture: Domestic Forms	185B	4
Art, History of (HISTART)	Contemporary American Art	N185C	3
Art, History of (HISTART)	Art in the Early 20th Century	186A	4
Art, History of (HISTART)	Art in the Later 20th Century	186C	4
Art, History of (HISTART)	Art in the Later 20th Century	N186C	3
Art, History of (HISTART)	Race and Representation in the Twentieth Century in the United States	187AC	4
Art, History of (HISTART)	Latin American Art	188	4
Art, History of (HISTART)	Latin American Art: Before Columbus	188A	4
Art, History of (HISTART)	Museums: An Introduction to the History and Practice of Collecting and the Public View	189	1
Art, History of (HISTART)	The American Forest: Its Ecology, History, and Representation	C189	4
Art, History of (HISTART)	Special Topics in Fields of Art History: Asian	190A	4
Art, History of (HISTART)	Special Topics in Fields of Art History: Ancient	190B	4
Art, History of (HISTART)	Special Topics in Fields of Art History: Medieval	190C	4
Art, History of (HISTART)	Special Topics in Fields of Art History: 15th-16th Century	190D	4
Art, History of (HISTART)	Digital Humanities for Art Historians	190DH	6
Art, History of (HISTART)	Special Topics in Fields of Art History: 17th-18th Century	190E	4
Art, History of (HISTART)	Special Topics in Fields of Art History: 19th-20th Century	190F	3
Art, History of (HISTART)	Special Topics in Fields of Art History: American/British	190G	4
Art, History of (HISTART)	Special Topics in Fields of Art History: Contemporary	190H	4
